TYPOS,TYPOGRAPHY,GRAMMAR,REDUNDANCY,essay_id,c1,essay_as_single_utf8_string,prompt,total_error_count,word_count,sentence_count,PUNCTUATION,SHORTEN_IT,COMPOUNDING,MISSPELLING,CASING,STYLE,SYNTAX,REPETITIONS,MULTITOKEN_SPELLING,CONFUSED_WORDS,CLARITY,FORMAL,WIKIPEDIA,OBJECTIVE,CONTRACTIONS,MISC,ACADEMIC
0,1,3,0,48,120,"O sistema prisional, é uma questão que vem gerando bastante polêmica e notícias para jornais, imprensa e redes de comunicação, devido aos diversos problemas que acontecem dentro dos presídios brasileiros, tais como: mortes, rebeliões, proliferação do tráfico, condições desumanas, entre outros. Com sua implantação na França, em 1971, o estabelecimento de reclusão em sistema prisional para medidas contra crimes penais ganhou força, sendo assim, adotado em todo mundo. O Brasil possui a terceira maior população carcerária do mundo, ficando atrás apenas dos Estados Unidos e da França, de modo que, 40% dos presos brasileiros são provisórios e aguardam o lento sistema judicial brasileiro , o que leva à superlotação de celas, condições desumanas e deixando cada vez mais de lado a implantação de ressocialização dos mesmos na sociedade, que segue cada vez mais falha, devido a reincidência dos presos após determinado período. Ao contrário do que se pensa, o aumento de encarcerados participantes de facções criminosas que controlam o tráfico e o crime nas ruas de dentro das prisões, é um ponto que vale ser ressaltado. A superlotação segue em alguns presídios como estratégia para domínio e liderança, devido à falta de funcionários e estrutura adequada do local. O excedente número de presos e violação dos direitos humanos devido condições irregulares do qual se mantém o detento, acabam que, por falta de recursos para atender a demanda inserida, levam em muitos dos casos, que os presos recorram ao judiciário serem colocados sob liberdade devido violação de sua integridade humana, o que resulta em uma falha e incompleta medida penal. Dentre inúmeras razões e argumentos sobre o assunto, vale apostar em reforma de presídios, oferecendo espaços para integração educacional, revisões dos códigos penais, criação de medidas alternativas e avaliação da complexidade e grau do crime, incluindo o aumento de audiências de custódia e acelerando os julgamentos dos detentos. Algumas opções como trabalho comunitário, uso de tornozeleiras e medidas mais eficazes para a ressocialização destas pessoas na sociedade, baseada no acompanhamento em longo período para garantia, podem ajudar à combater este cenário que encontra-se precário e preocupante.",56,4,344,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,1,6,49,160,"Desde a era Colonial,o negro é rejeitado na sociedade brasileira. Em pleno século XXI ainda permanece essa problemática. O racismo é um mal que assola a população negra e traz sérios danos para ela,o que dificulta a integração dela no convívio social. Quando os portugueses chegaram ao Brasil,eles trouxeram com eles os povos negros oriundos do continente africano para serem escravizados no país. Isso se devia por causa da crença que a raça negra era inferior a branca por causa da cor da pele. Entretanto,mesmo com a lei Áurea,que foi assinalada pela princesa Isabel,com o intuito de libertar os negros do trabalho escravo,ainda hoje eles vivem excluídos na sociedade por causa do preconceito e da falta de oportunidades para a integração deles. Os afrodescendentes não correspondem um número significativo nas universidades,em altos cargos no emprego,entre outros lugares de destaque. Com isso,é nítido todo o preconceito que se vê na sociedade e a falta de respeito com essas pessoas que ficam marginalizadas no meio social. Martin Luther King lutou nos Estados Unidos pelos direitos civis dos negros. Apesar dele conseguir alguns direitos como por exemplo, a inclusão deles no espaço público com os brancos,o que antes era proibido,o preconceito continuou a persistir,a perseguição a eles e o racismo. Isso é visto também no Brasil,já que a população negra luta por ser reconhecida e respeitada. Esse preconceito que ainda é nítido nas escolas,nas instituições de ensino,nas empresas e até mesmo nos espaços públicos, tem demonstrado a total falta de respeito ao próximo. A mídia por possuir um grande poder de persuasão deve propor debates nos canais abertos para discutir sobre o racismo. As instituições de ensino em parceria com as famílias, devem se unir para acabar com o preconceito,com feiras culturais que retratam a importância da história e da cultura africana para a formação da etnia brasileira. Assim,o preconceito acabará de trazer atraso social para o cidadão brasileiro como dizia Bob Marley:Enquanto a cor da pele for mais importante que o brilho dos olhos,haverá gurra.",80,29,353,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,50,200,"No Brasil, em uma típica sala de cursinho pré-vestibular, é possível observar uma quantidade expressiva de jovens interessados em cursar engenharia, direito, administração etc. Se o curso for medicina então, o número triplica. Todavia, tem-se um número quase nulo de aspirantes à carreira de professor. Tal fato representa o cenário de menosprezo e desvalorização vivido e enfrentado por inúmeros professores. Em um primeiro momento, há uma inclinação natural em tentar atribuir esta diminuição de prestígio experimentada pelos educadores aos baixíssimos salários por eles recebidos. Todavia, verdade seja dita. Embora exista uma evidente supervalorização do status financeiros que cada profissão pode proporcionar, dizer que o declínio do apreço dos professores está relacionado tão somente a aspectos pecuniários seria o mesmo que querer cavar um buraco usando uma colher. Não se pode tecer respostas superficiais a uma questão tão complexa. Isso porque os motivos por detrás deste cenário remontam a aspectos que vão desde a falta de estímulo dos jovens no processo de aprendizagem até o excesso de informação presente no mundo virtual. Sim, há muito conhecimento disponibilizado na internet. Para acessá-los basta um clique e milhares de dados relacionados ao assunto escolhido aparecerão. Diversos estudantes preferem procrastinar, deixando de ouvir atentamente a lição que seu professor presente ensina, para, talvez mais tarde, procurá-la na internet. Além disso, torna-se difícil competir com os “super” professores dos diversos canais de cursinhos preparatórios do YouTube, quando falta didática e recursos para captar a atenção e motivação dos milhares de adolescentes espalhados pelas escolas brasileiras. Nesta linha, sabe-se que aprender é um processo ativo e individual. No entanto, ter um professor capacitado no que tange à oratória e às técnicas de aprendizagem, facilitará o engajamento dos alunos na matéria, além de lhes dar a chance de enxergar uma matéria, anteriormente enfadonha, como algo incrível. Inúmeras melhorias podem ser feitas nas escolas brasileiras, políticas públicas podem ser implantadas, cartilhas reelaboradas, material de estudos incrementados. Porém tudo isso será pouco eficaz se não houver investimentos diretos na figura do professor, capacitando-o e o atualizando para que acompanhe as novas demandas da sociedade, além de merecidas melhorias salariais. Fato é que uma coisa é certa: não há como falar de educação, sem antes falar do professor.",26,4,368,19,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,6,0,0,51,120,"A questão da epidemia no Brasil surgiu na China , onde esse vírus respiratório começou a contaminar pessoas e ao longo desse tempo, infectou todos os países do mundo . Há muito tempo, em 1918 surgiu uma gripe espanhola que teve várias mortes e pessoas infectadas pelo mesmo vírus respiratório .Os médicos e cientistas acreditavam que essa doença seria erradicada A música O dia em que a terra parou do cantor Raul Seixas trata-se do que está sendo vivido hoje no Brasil, onde a sociedade deve ficar em quarentena , isoladas em suas casas pelo fato dessa doença ser contagiosa e transmitir pelo toque ou pelo contato de gotícolas que saem na boca. Para voltar a ter um país, onde pessoas poderam sair de suas casas para trabalhar sem temer, os cientistas devem tomar medidas como persistir em suas pesquisas . Ao analisar essas pesquisas devem saber como e aonde surgiu esse vírus, e encontrar anti-corpos que resistam a doença. Fazendo assim poderam descobrir não só o combate desse vírus, mas de outros que eles acreditam que não tenha cura. Enfim se analisar profundamente o ministério da saude poderia se unir ainda mais com o governo, exigindo fiscalizações e saneamento básico para todas as cidades assim teriam um controle de como monitorar o virus e diminuir a contaminação",50,12,214,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,2,0,0,52,120,"Em 1500, com o descobrimento do brasil e ida dos europeus ao brasil , os portugueses tiveram uma uma enorme surpresa ao encontrar povos indígenas onde no imaginavam que existia vida humana. com tudo, existiram muitos conflitos com a demarcaçao territorial. Os portugueses invadiram terras indgenas e expulsaram de suas terras. Com isso, os indgenas vao a rua para lutar por seus direitos. A demarcaçâo de terras de povos originarios . Assim conhecido o povo indgena. povo que protege. proteger terras. crenças, costumes e lingua. Que por muito tempo tiveram que lutar por territorios que era seu por natureza. Um processo de demarcaçâo territorial, onde indgenas afirmam perder suas areàs. stf por meio do chamado marco temporal apresenta uma lei que garante que povos indgenas permaneçam em terras que os pertemcem desde o dia 5 de outubro de 1988. Sendo assim, os indgenas podem ficar em suas terras com garantia d lei. Mas o processo de demarcaçao acontece ate os dias atuais, mas agora os indgenas tem uma lei para proteger suas terras. Marco temporal a lei que garante permanencia dos indgenas em suas terras.",95,28,183,15,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0
3,0,1,0,53,120,"Os influenciadores digitais ou digital influencers tem a capacidade de influenciar outras pessoas a tomarem decisões seja estilo de vida ou consumo. Eles usam as redes sociais para publicar conteúdo relevante para seu público. Alguns exemplos são: Jovem Nerd, Felipe Castanhari, Erico Rocha, eles vivem a base da internet. A relevância dos influencers esta crescendo tanto nos últimos anos, que a pessoa mais relevante da internet de 2017 foi o Whindersson Nunes e estão mais ativos principalmente nesse contexto atual de isolamento social. Da mesma forma que eles são uma inspiração seja na vida profissional, na saúde ou nos relacionamentos, eles também impõem um padrão principalmente as influencers mulheres. Vale a pena ganhar dinheiro com palestras, parcerias, anúncios e no fim do dia não sentir melhora? Vale a pena assistir os vídeos e depois sentir tristeza ao ver que eles tem uma vida “perfeita”? Não, não vale. Ninguém deveria ser dependente da internet para viver apesar de facilitar muito. Entretanto os influencers também são motivadores por exemplo a youtuber e influencer do Instagram, Nah Cardoso que constantemente compartilha com o público os seus pensamentos, anseios e sua vida, e também a Manu Gavassi que recentemente participou do BBB e representa muito o empoderamento feminino. Portanto, alguns influenciadores deveriam se precaver com o conteúdo que postam e pensar se aquilo realmente vai edificar alguém, postar mais mensagens motivacionais para que incentive a melhora de vida das pessoas",49,7,236,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,54,120,"É indiscutível a importância da tecnologia na medicina atual. Com ela, tornou-se possível chegar a diagnósticos rápidos, possibilitando, assim, o imediato tratamento. Diante do grande avanço, a perspectiva de vida humana se prolongou, fazendo com que as pessoas se pessoas atentassem para o acompanhamento da saúde. Com todo esse aparato tecnológico tecnológico, foi possível a criação de próteses e sua implementação no corpo humano. O aparelhamento cirúrgico tornou-se peça fundamental para que fossem realizados os transplantes de órgãos e a instalação de aparelhos que acompanhassem o funcionamento de alguns deles. Com o uso da ciência, pesquisas puderam ser desenvolvidas para a criação de órgãos artificiais para substituírem os que já não funcionavam regularmente. Diante de tanta tecnologia hospitalar, criou-se no ser humano a expectativa de viver mais e o sonho da eternidade. Para que isso acontecesse, praticamente todos os órgãos do corpo humano deveriam ser substituídos ao longo da vida, tonando as pessoas verdadeiros robôs. Além disso, essa possibilidade estaria restrita às famílias que possuíssem elevado potencial econômico. É preciso que a medicina continue avançando de forma a proporcionar ao mundo formas de combate às doenças e métodos de cura. O avanço que atenda somente a uma parte da sociedade trará a sensação de superioridade sobre a humanidade, podendo gerar conflitos de grandes magnitudes. É necessário que os órgãos públicos destinem recursos para que as pesquisas de aprimoramento continuem sendo realizadas, para que de fato a tecnologia esteja a serviço de toda a sociedade.",3,5,244,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,0,0,55,120,"A intolerância religiosa no país se transformou em algo cotidiano. Suas praticas ocorrem desde violência verbal, ? até violência física, que ? em alguns casos ? provocam até homicídios. O combate a essa pratica, ? está sendo discutido pela sociedade, buscando-se uma solução para este conflito. O respeito à liberdade religiosa é um dos pilares para a construção de uma democracia forte. Em busca de novos fieis , os lideres religiosos acabam ofendendo as religiões diferentes da sua, criando um sentimento de combate entre os fieis. A história mostra que inúmeros conflitos se desencadearam por diferenças religiosas, atualmente Guerras provocadas por grupos radicais como o ISIS, conhecidos como estado islâmico, ou o conflito entre judeus e palestinos provocam inúmeros problemas. O combate à intolerância de religiões é essencial. Medidas como encontro entre lideres de religiões distintas podem contribuir para um sentimento de maior respeito entre os fieis. O governo deve exercer sua função de forma laica, porém podem incentivar discussões e palestras em universidades, escolas, meios de comunicação, informando a importância da escolha de ter ou não uma religião. A legislação penal deve ser mais endurecida, aumentando as penas de quem agride pessoas de conotação religiosa diferente. Dessa forma, o combate à intolerância religiosa é fundamental para o desenvolvimento cultural do país. As soluções para este conflito, passa ? pelo maior rigor na legislação penal, não permitindo que a impunidade de agressores ocorra. O governo deve criar programas que possam informar e conscientizar a sociedade para a importância da diversidade de religião. As famílias devem respeitar e transmitir a seus filhos a importância do respeito à diversidade religiosa",81,15,262,18,0,0,0,2,5,0,0,0,0,4,0,0,0,0,0,0,0
1,2,1,1,56,160,"Na telenovela “Cúmplices de Um Resgate”, o personagem “Tomas” se aproveita do importante cargo na empresa em que trabalha para obter um melhor estilo de vida, mas para isso, menospreza o ofício do resto dos funcionários. Em semelhança com os acontecimentos atuais, o abuso de autoridade no Brasil torna-se evidente, onde políticos e pessoas da alta sociedade têm se apropriado de suas posições para garantir recursos, aumentando não só a corrupção, mas também a desigualdade social. Em primeiro lugar, o corrompimento da direção federal é uma das principais consequências do abuso de autoridade. Segundo o Índice de Percepção de Corrupção (IPC), o Brasil está entre os 100 países mais corruptos do globo terrestre , a causa disso consiste em que a maioria dos estadistas se atentam apenas em obter benefícios por meio de seus cargos, esquecendo da população e somando lucros com o capital público, ou seja, encaminhando-se contra a prosperidade do país. Ademais, outra complicação do abuso de poder é a desigualdade social, onde pessoas já ricas ficam mais abastadas (por causa do seu emprego), e indivíduos pobres se dispõem crescentemente de menos dinheiro . Conforme dados do Coeficiente de Gini, o Brasil é considerado o décimo país mais desigual do mundo, devido a concentração da riqueza nacional apenas na parte desenvolvida da nação, deixando de lado milhões de brasileiros que vivem na miséria, na fome e na pobreza. Diante do exposto, medidas são necessárias para combater o empasse. O Poder Legislativo deve promover ações contra o abuso de autoridade, por meio de novas leis que devem extinguir esse problema. Isso será feito, por exemplo, pela proteção dos direitos de cada cidadão e prendendo pessoas que cometem esse crime. Essa intervenção tem a finalidade de defender os indivíduos prejudicados, e delatar todos que se envolvem nessa infração. Executando as precauções ditas, o Brasil será um estado menos corrupto e mais igualitário.",45,5,310,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,0,2,57,160,"Para o ecritor Buckminster Fuller ""A humanidade está adquirindo toda a tecnologia certa por todas as razões erradas"".Logo que essa expressão se encaixa bem na atualidade,como a cultura do cancelamento,uma vez que as pessoas são menosprezadas, pelas redes sociais por cometerem algo errado ou por pensarem diferente. Nesse contexto encontra-se a má influência midiática e os transtornos psicológicos. A princípio,a internet está cada vez mais agressiva, onde o ódio está dominando um instrumento que era pra ser de descontração. De certo que por uma influência midiática,as pessoas estão se tornando escravas das redes,isto é,tudo tem que ser igual,como a forma de pensar e agir,um padrão imposto pela mídia,e que todos devem seguir. Ademais,o cancelamento das redes, afeta as pessoas causando danos como doenças psicológicas,em virtude de ser julgada e linchada virtualmente,a pessoa pode carregar traumas,que acarreta a depressão .De certo que cancelar não é o melhor caminho para a mudança,essa atitude pode resultar em problemas maiores,temos que praticar a empatia,como dizia o pensador Confúcio ""Não corrigir nossas falhas é o mesmo que cometer novos erros"". Torna-se,evidente,portanto,para que a cultura do cancelamento seja banida,o Ministério da Tecnologia(MCTIC) ,junto com as redes sociais Twitter e Instagram, deve por meio de discussões,campanhas e relatos,criar vídeos e anúncios,que conscientizem as pessoas usuárias da internet,com a finalidade de que o cancelamento não é o melhor formato de punir alguém. Bem como, para a resolução da outra problemática, devem ser usados os mesmos mecanismos,com a finalidade de que todos possam desfrutar da melhor forma possível a internet",43,33,277,9,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
1,0,0,2,58,160,"Ao nascermos somos biologicamente designados a um gênero, masculino ou feminino, mas nem todas as pessoas acabam por se identificar com seu gênero e, ao longo do tempo, elas acabam por decidir o que querem ser. E aquelas que decidem trocar de sexo são chamadas de “transexuais"", algo que vem sendo discutido em ser uma causa que deve ser normalizada ou formada por pensamentos preconceituosos que expressam repulsão e ódio em relação a isso. Em uma sociedade que luta por inúmeras causas é perturbador ainda ter que se preocupar com que gênero você deve ou não pertencer, já que todas as pessoas têm o direito de escolha. De acordo com a Associação Nacional de Travestis e Transexuais(Antra), o número de violências contra transexuais apenas no Brasil no primeiro semestre de 2020 foi de 89, e nos últimos 8 anos este número chegou a mais de 800. A sociedade não pode mais ter o pensamento simplista e arrogante de que o gênero biológico é o “gênero definitivo” e partir para uma agressão mental e física a ponto de tirar a vida de quem vai contra o “natural”, fato que chega a ser desumano. Além disso, vale adicionar que esses tipos de agressões também ocorrem em casa onde, de acordo com o “Sistema de Informação de Agravos de Notificação”, 49% das agressões começam pela residência. Dessa forma, a escolha de se tornar transexual precisa ser respeitada, pois toda pessoa tem o direito de ser o que quiser, e para uma sociedade melhor precisamos acabar com esse ciclo de ódio e assim respeitá-los e aceitá-los.",90,5,262,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,59,120,"No filme ""Capitão América"", após procedimento biológico durante a segunda Segunda guerra mundial, um garoto passa a possuir grandes habilidades físicas além da capacidade humana. Embora fruto de ficção, pode-se afirmar que que, com a evolução dos meios científicos seja científicos, será cada vez mais perigosa e alcançavel a revolução transumanista. Nesse contexto Portanto, é preciso analisar como a dependência das soluções e a segurança das tecnologias influenciam nessa questão. A princípio, criaria-se criar-se-ia uma dependência dessas aplicações. Uma aplicações, uma vez que o corpo humano necessita de estímulos para aperfeiçoar determinado aspecto. Por exemplo, ao se tomar medicações que aumentem o fluxo de oxigênio para melhorar o desempenho em atividades físicas. Assim, invés físicas, em vez de treinar o corpo estaria acostumado corpo, estaríamos acostumando-o a drogas. Além disso, a segurança das tecnologias são falhas é falha. Dessa forma, qualquer tecnologia pode ser hackeada para uso indiscriminado. Então uma determinada tecnologia vital para o ser humano poderia ser desligada ou usada para outro fim. Portanto, certa população poderia ser dizimada. Em suma, infere-se que essa revolução seria prejudicial à humanidade devido a à insegurança e dependência. Nesse contexto, é necessário que os setores de regulamentação médica criem normas e fiscalizem sua aplicação na sociedade.",3,9,205,13,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2,12,0,0,60,160,"A Atitude Blasé - termo proposto pelo sociólogo Georg Simmel no livro ""The Metropolis and Mental Life"" - ocorre quando o indivíduo passa a agir com indiferença em meio às situações que ele deveria ter atenção. Sob essa óptica, encontra-se a cultura da erotização infantil , a qual é negligenciada na atualidade . Diante disso, é lícito destacar o peso que o silenciamento e a insuficiência legislativa possuem sobre essa problemática. Em primeiro lugar , convém enfatizar que a falta de debate sobre a erotização na infância está entre as principais causas do revés . Nesse sentido, segundo o filósofo Michel Foucault, numa sociedade pós-moderna,muitos temas são silenciados . Sob esse viés, é evidente que o problema da disseminação cultural do erotismo na infância se torna mais grave quando não há um debate sobre o prejuízo da exposição de crianças situações constrangedoras , que podem no futuro afetar o psicológico delas. Ademais, vale também ressaltar a a ausência de medidas governamentais como mais um dos fatores que agravam o impasse. Segundo o filósofo Jhon Locke , o Estado viola o ""contrato social"" quando não cumpre sua função de garantir os direitos indispensáveis de todos os cidadãos. Dessa forma ,observa-se a falta de leis efeitivas , por parte do governo , para evitar a disseminação da cultural da erotização infantil. Portanto, medidas são necessárias para resolver a questão. Cabe s escolas a criação de rodas de conversas, por meio de aulas extraclasse, que visem o dabate acerca dos impactos negativos da erotização infantil. Além disso o governo deve regir leis que proíbam a cultura erótica entre crianças. Assim , o problema em questão poderá ser superado.",87,16,264,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,0,61,120,"Para muitos as redes sociais é uma terra sem leis. Usam e agem da forma que querem tornando-a assim um lugar repleto de discurso de ódio. O fato de todos terem acesso as redes sociais acaba tornando comum a exposição de ideias e opiniões de todos os modos, sejam elas boas ou ruins. Em contrapartida, a internet está mais propicia a se tornar um campo de discurso de ódio pelo fato dos usuários acharem que, de certa forma, estão em anonimato. Apesar de hoje em dia haver meios de segurança que barra a propagação desses tipos de conteúdo que ofenda raças, etnias, gêneros e nacionalidades, fica fácil para alguns usuários agirem de forma ofensiva e hostil por não serem punidos pelos seus atos. Dessa forma fica claro que na maioria das vezes falta consciência dos usuários e punições mais severas para quem propaga o ódio nas redes sociais. Visar a retirada desses conteúdos sem uma conscientização para quem usa a internet acaba tornando-se um jogo de tapa buracos sem fim. Por tanto, a solução está em criar mecanismos que lute contra o ódio e que faça os usuários perceberem que as redes sociais não é uma terra sem leis criando também formas de punições para quem cometa esse tipo de crime.",62,3,211,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,62,120,"O cenário mundial atual mostra acessão feminina quanto à participação no mercado de trabalho, entretanto essa paridade entre homens e mulheres ainda permanece divergente nos campos de atuação, cargos, salários e divisões de papeis. Realidade essa, que aponta a necessária melhoria de políticas públicas. Dados divulgados por sites de notícias revelaram as medições feita pelo Fórum Econômico Mundial sobre o índice de igualdade global de gênero entre os países do mundo. Esse índice baseia-se nos dados de acesso à saúde, participação e oportunidade econômica, educação e emponderamento político. E, em 2017, apresentou o aumento da desigualdade entre mulheres e homens no mundo inteiro, principalmente no Brasil. Apesar das diversas conquistas femininas desde o século XIX , nota-se ainda uma enorme distância entre as mulheres e homens em diversos cenários. No Brasil, é notório o julgamento cultural de trabalho meramente feminino e trabalho meramente masculino, ou a dicotomia mulher-cuidadora e homem-provedor. Onde a mulher se sobrecarrega de atribuições profissionais e domésticas, além de sofrer violência de várias formas e o homem exerce as atividades profissionais com maiores salários e possibilidades de acessão. Diante disso, evidencia-se a necessidade de criação de novas políticas públicas brasileiras e melhoria das existentes , visando equilibrar a atenção da mulher no cenário econômico, político, de educação e de saúde, haja vista a sua contribuição para o crescimento desses, bem como, uma forma de garantir o respeito dos seus direitos, promovendo autonomia e liberdade, além da diminuição da violência contra a mulher.",76,4,243,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,63,160,"A cultura do cancelamento das redes sociais é uma problemática que precisa ser repensada, pois ao cancelar uma postagem o indivíduo que a fez pode destruir a reputação de uma empresa. Desse jeito, essa cultura traz vários problemas como o desemprego de terceiros e a falta de liberdade de expressão. Em primazia, esse cancelamento pode lavar tanto influenciadores quanto empresas a falência. Assim, como disse o ativista estadunidense Martin Luther King: ""a injustiça num lugar qualquer ameaça a justiça em todo lugar fechar "".Sob tal ótica, a exclusão de uma conta na internet não adverte apenas a quem fez a mal conduta mas também, inocentes que estavam trabalhando para aquela empresa ou influenciador. Logo,esse ato acaba deixando-os desempregados. Ademais, o bloqueamento de postagem afeta a liberdade de expressão das pessoas, que ficam com medo de publicar algo e serem censuradas. Dessa forma, segundo o filósofo alemão Arthur Schopenhauer:"" todo homem toma os limites de seu próprio campo de visão com os limites do mundo"". Nessa perspectiva, entende-se que algumas pessoas tomam o seu próprio julgamento para determinar se a publicação é prejudicial ou não para a sociedade. Dessa forma, é evidente que essa ação deve ser repesada. Portanto, para que essa cultura se torne eficiente, é preciso que os donos de empresas como Facebook e Twitter faça a contratação de funcionários capacitados, para verificar se o pedido de cancelamento foi pertinente e apenas em casos graves deletar aquela mensagem. Desse modo, se elas não forem tão agressivas, esses funcionários pediriam para que o publicante se desculpar publicamente. Só assim, essas pessoas teriam que se responsabilizar pela sua conduta sem prejudicar mas ninguém como a frase de Luther King.",43,4,279,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,64,80,"Há alguns anos, no Brasil, houve um referendo o qual questionava se a população era a favor ou contra o desarmamento no País , sendo a maioria dos votos contra, ou seja, já era a vontade do povo naquela época. Sem dúvida os índices de violência no País são absurdos, um dos maiores do mundo, com presídios lotados, assaltos e mortes a toda hora e em todo lugar, e com deliquentes cada vez mais jovens e despreocupados e cidadãos cada vez mais acuados e desprotegidos. Consoante ao pensamento de Pitágoras, “Educai às crianças e não será necessário castigar aos homens”, ou seja, a educação é a base de tudo, sem ela não haveria que se falar de armas para se promover segurança, que só ocasionaria confrontos armados causando mortes de muitos inocentes. Com base nisso se faz necessário que o governo em conjunto com as escolas promovam palestras abordando temas de violência, incentivos à educação para que os jovens não pensem que são incapez de conseguirem o que almejam de modo ilícito . Assim, talvez alguns anos mais tarde não será preciso estar armado para se sentir seguro, entretanto, para que hajam efeitos imediatos é imprescindível a melhora da estrutura das entidades de segurança pública e aumento e qualificação de policiais.",13,5,209,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,65,120,"O autismo (transtorno do apetro do autismo – TEA) é uma condição de saúde caracterizada por dificuldade de socialização, principalmente no ambiente escolar. De modo que, nos argumentos dos que defendem a inclusão dos autistas em classes comuns, isso faria com que desde pequenos eles já desenvolvessem uma boa interação social com crianças e adolescentes comuns. Porém, essa proposta não oferece apenas atributos,endo assim, dentro dos seus aspectos negativos vale destacar: como a presença e um aluno autista em uma sala de aula comum pode interferir negativamente no âmbito escolar. Com isso convém analisarmos as consequências dessa situação. Em primeiro plano, é cabível levantar a afirmativa que quando um aluno com TEA frequenta uma escola comum seu aprendizado fica tardio em relação aos demais colegas de classe . Isso acontece porque o cérebro de uma criança com autismo processa mais lentamente as informações comparado a uma criança neurotípica. Além disso, em uma escola pública as salas de aula comportam muitas crianças, por isso apenas um professor não consegue dar atenção para tantos alunos quanto mais um estudante com TEA. Em segundo plano, cabe destacar que infelizmente em algumas escolas públicas o bullying é frequente, principalmente com crianças consideradas diferentes. Escrevo por experiencia pessoal, pois entre meus colegas de classe havia um menino autista e por causa disso, tive o desprazer de presenciar diversas cenas de bullying contra ele, o que certamente tornava a convivência em sala estressante para todos. Sendo assim, é importante que uma criança autista conviva em um ambiente onde se sinta acolhido, juntamente com outras adolescentes que compartilham da mesma condição de saúde, para evitar situações de exclusão por parte dos colegas de sala. Em vista disso, cabe ao ministério da educação, órgão responsável pelo estudo e de todos os assuntos relacionados ao ensino, propor por intermédio de verbas governamentais, a criação de escolas públicas para crianças autistas. A fim de que, os pais que não tiverem condições financeiras para arcar com os custos de um estudo particular para um filho com TEA, fiquem despreocupados, pois saberão que a criança terá o ensino que precisa e não sofrerá maustratos por parte dos colegas de classe. Dessa forma, as crianças autistas poderão viver em um ambiente escolar mais agradável e incluso.",94,5,372,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,1,1,66,120,"São várias as conquistas que as mulheres brasileiras conseguiram ao longo do século passado. Direito ao voto, a fazer faculdade, trabalhar independentemente da autorização do marido ou pai, decidir quando e quantos filhos ter graças ao advento dos remédios anticoncepcionais . Apesar de todas essas conquistas a equidade de gênero é uma revolução inacabada. A sociedade do Brasil ainda está relacionada ao seu passado colonial. A formação familiar ligada ao patriarcalismo é aquela em que os pais e maridos tomam decisões, sustentam a casa enquanto a mulher cuida da criação dos filhos e do lar. Embora as mulheres trabalham o mesmo horário que os homens, elas ainda fazem tarefas domésticas, isso faz com que tenham rotinas muito estressantes e desgastantes. Apesar dessas rotinas elas ainda conseguem tempo para estudar e ate formar em curso superior. O sexo feminino é maioria nas escolas de ensino fundamental e médio além de serem maioria também em curso superior . Apesar da maior qualificação profissional delas,eles ainda têm maiores salários como se não bastasse suas taxas de desemprego são menores se comparado com as mulheres mesmo aqueles desemprego ligado ou não a qualificação profissional Fica evidente, portanto, que a equidade de gênero é uma conquista ainda inacabada. Conquistas no âmbito social fizeram com que elas tivessem condições de buscar melhores empregos e garantir o direito aos estudos, mas para ela se tornar mesmo efetiva essas conquistas devem permear o seio familiar para que as tarefas domésticas sejam igualmente dividias além de as empresas também acabarem com o preconceito e garantir vagas e salários baseados na meritocracia. Fazendo assim com que a equidade de gênero seja mesmo ser efetiva.",76,6,273,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
